Name,Vessel type,MMSI,IMO,Beneficial Owner,Registered Owner,Class,Builder,Operator,Technical Manager
Kaiser Sea,SMALL CLEAN TNKR (Bunkering),603810400,8208543,Unknown Nigerian,UNKNOWN,,Ast Balenciaga,Unknown Nigerian,Unknown Nigerian
Kaishin Maru,SMALL CLEAN TNKR,431013288,9865506,Undisclosed,OM LOGISTICS CORP,Other,Suzuki,Undisclosed,Undisclosed
Kaisho Maru,SMALL CHEMICAL TNKR,431011295,9852327,Matsuda Kisen,MATSUDA KISEN/MATSUDA MARINE,,Hongawara,Matsuda Kisen,Matsuda Kisen
Kaiun Maru No 3,SMALL CLEAN TNKR,431401927,9281229,Alcohol Kaiun Soko,ALCOHOL KAIUN SOKO,Other,Hongawara,Alcohol Kaiun Soko,Alcohol Kaiun Soko
Kaiyo Maru,SMALL CLEAN TNKR (Chemical / Product),431000597,9462469,Hisamoto Kisen,HISAMOTO KISEN CO LTD,Other,Ura Kyodo,Hisamoto Kisen,Hisamoto Kisen
Kaiyu Maru,SMALL CLEAN TNKR,431000162,9392212,Shikoku Chuo Kisen,SHIKOKU CHUO KISEN INC,NKK,Miura Zosensho,Uyeno Unyu Shokai,Shikoku Chuo Kisen
Kakap,SMALL CLEAN TNKR,525003175,9504401,Pertamina,PERTAMINA INTERNATIONAL SHPG,BKI,PT Dok Dan Perkapalan Surabaya,Pertamina,Pertamina
Kakuhisa Maru,SMALL CLEAN TNKR,431019168,9939656,MSK Co,MSK CO LTD,NKK,Hakata Zosen,MSK Co,MSK Co
Kakumei Maru,SMALL CLEAN TNKR,431501866,9401726,Tsurumi Sunmarine Co,TSURUMI SUNMARINE/NEXERAISE,NKK,Hakata Zosen,Tsurumi Sunmarine Co,Tsurumi Sunmarine Co
Kakuo Maru,SMALL CLEAN TNKR,431002681,9072903,Kofuku Senpaku KK,KOFUKU SENPAKU KK,,Suzuki,Tsurumi Sunmarine Co,Kofuku Senpaku KK
Kakuryo Maru,SMALL CLEAN TNKR,431301616,9264477,Otaka Kaiun,OTAKA KAIUN KK,NKK,Hakata Zosen,Cosmo Oil,Otaka Kaiun
Kakuryu Maru,SMALL CLEAN TNKR,431012013,9845893,Miyagawa Kaiun,JAPAN RAILWAY/MIYAGAWA KAIUN,NKK,Hakata Zosen,Miyagawa Kaiun,Miyagawa Kaiun
Kakusei Maru,SMALL CLEAN TNKR,431004235,9664914,Toyota Kisen,TOYOTA/OHNISHI/CHINTAI/JRTT,NKK,Asakawa,Toyota Kisen,Toyota Kisen
Kakusen Maru,SMALL CLEAN TNKR,431021066,9964704,Izumi Kaiun,IZUMI KAIUN KK,NKK,Miura Zosensho,Izumi Kaiun,Izumi Kaiun
Kakushin Maru,SMALL CLEAN TNKR,431016759,9925411,Miyagawa Kaiun,JAPAN RAILWAY/MIYAGAWA KAIUN,NKK,Hakata Zosen,Miyagawa Kaiun,Miyagawa Kaiun
Kakushin Maru,SMALL CLEAN TNKR,431602168,9291169,Undisclosed,UNKNOWN,withdrawn from NKK,Hakata Zosen,Tsurumi Sunmarine Co,Undisclosed
Kakushin Maru,SMALL CLEAN TNKR,431026668,1043853,Undisclosed,,NKK,Murakami Hide,Undisclosed,Undisclosed
Kakusho Maru,SMALL CLEAN TNKR,431005242,9699971,MSK Co,MSK CO LTD,NKK,Fukuoka,MSK Co,MSK Co
Kakushu Maru,SMALL CLEAN TNKR,431014735,9890185,Tsurumi Sunmarine Co,TSURUMI SUNMARINE/MURAHIDE CO,NKK,Murakami Hide,Tsurumi Sunmarine Co,Tsurumi Sunmarine Co
Kakusui Maru,SMALL CHEMICAL TNKR,431009016,9809289,Yamakawa Kaiun,YAMAKAWA KAIUN YK  KASAOKA,nonIACS,Koa Sangyo,Yamakawa Kaiun,Yamakawa Kaiun
Kakusui Maru No 2,SMALL CHEMICAL TNKR,431007204,9796212,Yamakawa Kaiun,YAMAKAWA KAIUN YK  KASAOKA,Other,Hongawara,Yamakawa Kaiun,Yamakawa Kaiun
Kakuto Maru,SMALL CLEAN TNKR,431602142,9266798,MSK Co,MSK CO LTD,NKK,Miura Zosensho,MSK Co,MSK Co
Kakuyou Maru,SMALL CLEAN TNKR,431019191,9940021,Tsurumi Sunmarine Co,MURAHIDE CO LTD,NKK,Murakami Hide,Tsurumi Sunmarine Co,Tsurumi Sunmarine Co
Kalahari,SMALL CLEAN TNKR (Inland),244700905,9602241,Universe Shipping,DESERT TANKERS BV,LRS,Jiangsu Guoxin,Universe Shipping,Universe Shipping
Kalahari,LR2 TNKR,636019358,9410882,Sonangol,G HOUSEKALAHARI NV,ABS,New Times Shipbuilding,Sonangol,Donnelly Tanker Management
Kalamis E,SMALL CLEAN TNKR (Bunkering),271044056,9734965,Alasonya Denizcilik Tic,ALASONYA DENIZCILIK TIC LTD,TL,Kocatepe,CYE Petrol,Alasonya Denizcilik Tic
Kalamos,VLCC,636021297,9560766,Aeolos Management,KALAMOS SHIPPING CORP,ABS,Shanghai Waigaoqiao Shipbuilding,Aeolos Management,Aeolos Management
Kalbajar,SMALL CLEAN TNKR,423501100,9821471,Azerbaijan Caspian Shipping,AZERBAIJAN CASPIAN SHIPPING,ABS/RMRS,Baku Shipyard,Azerbaijan Caspian Shipping,Azerbaijan Caspian Shipping
Kalea,MR1 TNKR (Chemical / Product),636023668,9256298,Babylon Navigation DMCC,LANCIA NAVIGATION INC,DNV,Guangzhou CSSC Longxue Shipbuilding,Babylon Navigation DMCC,Aveya Shipping DMCC
Kali,MR2 TNKR (Chemical / Product),477486400,9162502,Undisclosed,MORE ACCESS LTD,CCS,Daedong,Undisclosed,Rising Sun Ship Management
Kali,SMALL CLEAN TNKR,657161600,8782800,Deep Frontline Shippers,ATLANTIC BLUEWATER SERVICES,,Vahali,Deep Frontline Shippers,Deep Frontline Shippers
Kalikratis,SMALL CLEAN TNKR (Chemical / Product),241611000,9531571,Sekavin,KALLIKRATIS SHIPPING CO,BV,Hubei Jiangyan,Zephiros Shipping,Zephiros Shipping
Kaliningrad,AFRAMAX TNKR,273251230,9341067,Novoship,WATERFRONT TANKERS INC,RMRS,Hyundai Heavy Ind Ulsan Shipyard,Novoship,Invest Fleet
Kalinka,MR2 TNKR,538008852,9367683,Spring Marine Management,KALINKA NAVIGATION SA,NKK,Onomichi Dockyard,Spring Marine Management,Spring Marine Management
Kaliope,SMALL CHEMICAL TNKR,309995000,8908856,Polsteam,DRAWA SHIPPING,withdrawn from LRS,Stocznia Szczecin Nowa,Polsteam,Polsteam
Kalk Bay,MR2 TNKR (Chemical / Product),563208800,9970363,Asiatic Lloyd Shipping,AL TANKER III SHIPPING PTE LTD,DNV,Hyundai Vietnam Shipbuilding,ST Shipping,ISHIMA
Kalliopi,VLCC,248869000,9508859,Dynacom Tankers,FAIRTRANS CO INC LTDMTA,ABS,Jiangnan Shanghai Changxing HI,Dynacom Tankers,Dynacom Tankers
Kalliopi G,SMALL CLEAN TNKR (Chemical / Product),240205400,9472957,Ganmar Shipping,GANMAR SHIPPING CO,withdrawn from BV,Cide,Ganmar Shipping,Ganmar Shipping
Kallista,VLCC,352001127,9411965,Altomare,MERCURY SHIPSERVICES SA,NKK,Hyundai Heavy Ind Ulsan Shipyard,Altomare,Altomare
Kaluba,SMALL CLEAN TNKR,677055700,6828753,Calypso Cargo,CALYPSO CARGO LTD,withdrawn from BV,Svendborg Skibs,Calypso Cargo,Calypso Cargo
Kaluga,SMALL CLEAN TNKR (Chemical / Product),273298630,9585924,Trinity Shipping,TRINITY SHIPPING LLCRUS,RMRS,Volgograd SY,Trinity Shipping,Trinity Shipping
Kalymnian Express,LIVESTOCK,353513000,6422418,Lafasi Shipping,LAFASI SHIPPING INC,,Australian Government State Dockyard,Lafasi Shipping,Lafasi Shipping
Kalymnos,SMALL CLEAN TNKR (Bunkering),636014132,9382126,Minerva Bunkering,TASMAN SEAWAYS INC,LRS,Qingdao Hyundai,MM Marine,MM Marine
Kalysta 02,SMALL CLEAN TNKR,525701662,1079242,Undisclosed,SEMARAK PERKASA LESTARI PT,,Karya Lestari Industri,Undisclosed,Undisclosed
Kama,SMALL CLEAN TNKR (Inland),,9205495,Undisclosed,UNKNOWN,,Unknown Yard,Undisclosed,Undisclosed
Kamadhenu,LIVESTOCK,355227000,9115377,Karya Tehnik,KARYA TEHNIK MARITIME PTE LTD,withdrawn from BV,Naikai Setoda,Karya Tehnik,Karya Tehnik
Kamal XXI,SMALL CLEAN TNKR,419022500,8504985,Jaisu Shipping Co Pvt Ltd,JAISU SHIPPING CO PVT LTD,IRS,Mangala Shipyard,Jaisu Shipping Co Pvt Ltd,Jaisu Shipping Co Pvt Ltd
Kamalij,SMALL CLEAN TNKR (Inland),244397268,9988669,Anaco,RITRANS BV,,Unknown Yard,Anaco,Anaco
Kamari,SUEZMAX TNKR,620418000,9123075,Avin International,TOPAZ INTERNATIONAL MARINE SA,DNV,Dalian New Yard,Avin International,Avin International
Kamee,SMALL CLEAN TNKR (Chemical / Product),,8408284,Unknown Far Eastern,THAIOIL MARINE CO LTD,LRS,Shin Kurushima Hiroshima Dockyard,Unknown Far Eastern,Unknown Far Eastern
Kamelot,MR2 TNKR,667002405,9265873,Blue Sea Navigation,BLUE SEA NAVIGATION LTD,RINA,STX Offshore,Blue Sea Navigation,Tidal Tech Mariners
Kaminastad,SMALL CLEAN TNKR (Inland),244660918,8972455,Versotrans AG,ILITRANS AG,,Peters,Versotrans AG,Versotrans AG
Kamojang,SMALL CLEAN TNKR,525008064,9504396,Pertamina,PERTAMINA INTERNATIONAL SHPG,BKI,PT Dok Dan Perkapalan Surabaya,Pertamina,Pertamina
Kamome Victoria,LR1 TNKR,353525000,9584102,Shintoku Kaiun,SHINTOKU PANAMA SA,NKK,Minami Nippon,Hafnia LR Tankers Pool,Executive Ship Management
Kampos,MR2 TNKR,616999454,9009138,World Tankers,KOURION BUMI TANKER PT,LRS,Imabari,World Tankers,World Tankers
Kamui,SMALL CLEAN TNKR,431500539,8865365,Kyuho Kaiun KK,KYUHO KAIUN KK,,Shimanami,Kyuho Kaiun KK,Kyuho Kaiun KK
Kamui Galaxy,25 STAINLESS STEEL,352001952,9942653,Nissen Kaiun,KYOWA KISEN/GREEN SPANKER,NKK,Shin Kurushima Onishi,MOL Chemical Tankers Pte,Synergy Navis Marine
Kamui Maru,SMALL CLEAN TNKR,431016729,9924572,Eiyu Kaiun Company,EIYU KAGAKU,Other,Imura Zosen,Eiyu Kaiun Company,Eiyu Kaiun Company
Kan Wo,SMALL DIRTY TNKR (Asphalt),477142800,9811074,Compass Shipping,KANWO SHIPPING CO LTD,ABS,Fujian Mawei Shipbuilding,Compass Shipping,Fortuna Shipping and Marine
Kanala,MR2 TNKR,248951000,9425552,Astra Shipmanagement,ALYSS SHIPTRADE SA,NKK,Onomichi Dockyard,Repsol,Executive Ship Management
Kanaris 21,SUEZMAX TNKR,215845000,9889942,Enesel SA,KANARIS 21 LTD,ABS,Samsung,Equinor,Enesel SA
Kanas,HANDY TNKR (Asphalt),354223000,9127693,Undisclosed,KANAS SHIPPING LTD,RINA,Onomichi Dockyard,Undisclosed,Undisclosed
Kanaya Prima 99,SMALL CLEAN TNKR,525990000,8749418,Kanaya,KANAYA PT,,Unknown Yard,Kanaya,Kanaya
Kandy,SMALL CLEAN TNKR (Bunkering),417222315,9004683,Interocean Energy,INTEROCEAN ENERGY PVT LTD,IRS,Shin Kurushima Hashihama,Interocean Energy,Interocean Energy
Kane,MR2 TNKR (Chemical / Product),341398000,9234496,European Navigation,BENE MARITIME,ABS,Brodosplit,European Navigation,European Navigation
Kang Fa 117,SMALL CLEAN TNKR,413396520,9994606,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,CCS,Huajie,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 118,SMALL CLEAN TNKR,413536080,1035351,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,Other,Unknown Yard,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 125,SMALL CLEAN TNKR,413210540,9896593,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,,Zhaobao Shipyard,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 126,SMALL CLEAN TNKR,413396780,1017830,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,CCS,Zhoushan Ningshing,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 127,SMALL CLEAN TNKR,413281320,9946116,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,CCS,Zhoushan Ningshing,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 78,SMALL CLEAN TNKR,413441410,1044326,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,Other,Taizhou Yuehang,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Fa 87,SMALL CLEAN TNKR,413451090,9625683,Zhoushan Putuo Anshun Shipping,ZHOUSHAN PUTUO ANSHUN SHIPPING,,Chengzhou Shipbuilding Industry,Zhoushan Putuo Anshun Shipping,Zhoushan Putuo Anshun Shipping
Kang Hua Wan,SMALL DIRTY TNKR (Asphalt),413527910,9814404,COSCO Southern Asphalt Shipping,COSCO SHIPPING ASPHALT HAINAN,CCS,Chengxi Shipyard,COSCO Southern Asphalt Shipping,COSCO Southern Asphalt Shipping
Kang Jin Hao,SMALL CLEAN TNKR,413364490,8536213,Jiangsu Ocean Shipping,JIANGSU WENJIN SHIPPING CO LTD,,Kangjin,Jiangsu Ocean Shipping,Jiangsu Ocean Shipping
Kang Long,SMALL CLEAN TNKR,,9277890,Kando Maritime,JIN JIAN OCEAN SHIPPING SA,Other,Fujian Guanhai,Kando Maritime,Kando Maritime
Kang Qi Fu Hua,HEAVY LIFT (Deck Cargo),413286470,1026855,Hefei Kangqi Shipping,WANJIANG FINANCIAL LEASING CO,Other,Yangzhou Xinchuang Ship Engineering,Hefei Kangqi Shipping,Hong Kong Everfly Ship Management Co Ltd
Kang Sheng Kou,HEAVY LIFT (Semi Submersible),412055000,9223289,COSCO Shipping Specialized Carriers,COSCO SHIPPING SPECIALIZEDCHR,CCS,Guangzhou CSSC Longxue Shipbuilding,COSCO Shipping Specialized Carriers,COSCO Shipping Specialized Carriers
Kanok Muthalong,SMALL CLEAN TNKR (Bunkering),567000519,9057836,Blue Ocean Intertrades,THAI YACHT SHIPYARD,Other,Imura Zosen,Blue Ocean Intertrades,Blue Ocean Intertrades
Kanok Muthalong 10,SMALL CLEAN TNKR (Bunkering),567001623,8319603,Blue Ocean Intertrades,WORLD MARTIME PLANNER CO LTD,Other,Tokushima Zosen,Blue Ocean Intertrades,Blue Ocean Intertrades
Kanok Muthalong 9,SMALL CLEAN TNKR (Bunkering),567031900,8916061,Blue Ocean Intertrades,THAI YACHT SHIPYARD,Other,Kurinoura Dock,Blue Ocean Intertrades,Blue Ocean Intertrades
Kantek 2,SMALL CLEAN TNKR (Bunkering),565733000,9450222,SFI Energy,SINGFAR LOGISTICS PTE LTD,BV,Nanjing Shenghua,SFI Energy,MGM Ship Management
Kapadokia,MR2 TNKR (Chemical / Product),,7907776,Project Shipping,,withdrawn from RMRS,Stocznia Gdansk,Project Shipping,Project Shipping
Kapetan Hatzis,VLCC,,7376977,Unknown Greek,,ABS,Mitsubishi HI,Unknown Greek,Unknown Greek
Kapetan Hiotis,VLCC,,7376991,Unknown Greek,,ABS,Mitsubishi HI,Unknown Greek,Unknown Greek
Kapetan Michalis,SMALL CLEAN TNKR (Chemical / Product),241634000,9187693,Meroula Shipping,UNKNOWN,withdrawn from BV,Deniz Endustrisi Cicek,Meroula Shipping,Meroula Shipping
Kapidag,SMALL CHEMICAL PARCEL TNKR,271047132,9034731,Hicri Ercili,HICRI ERCILI DENIZCILIK AS,BV,YVC Ysselwerf,Hicri Ercili,Hicri Ercili
Kapitan Barmin,SMALL CLEAN TNKR,273423570,9269350,Volgotrans,VOLGOTRANS LLC,RMRS,JSC Shipbuilding Yard Slip,Volgotanker Volzhski Oil Shipping,Expoil Group
Kapitan Dotsyenko,SMALL DIRTY TNKR,,7512105,Primorsk Shipping,,RMRS,Varna,Primorsk Shipping,Primorsk Shipping
Kapitan Dzhumanov,SMALL CLEAN TNKR (Bunkering),273294560,8711760,Ivolga,IVOLGA CO LTD,RMRS,Rousse,Ivolga,Ivolga
Kapitan Gotsky,PANAMAX SHUTTLE TNKR,273335010,9372559,Sovcomflot,LOUKIO SHIPPING CO LTD,RMRS,Samsung,Sovcomflot,SCF TM LTD
Kapitan Kobets,SMALL DIRTY TNKR,,7521118,Primorsk Shipping,,RMRS,Varna,Primorsk Shipping,Primorsk Shipping
Kapitan Kolesnikov,SMALL CLEAN TNKR,273277100,8867076,Volgotanker Volzhski Oil Shipping,VOLGOTANKER VOLZHSKI OIL SHPG,Other,Unknown Yard,Volgotanker Volzhski Oil Shipping,Volgotanker Volzhski Oil Shipping
Kapitan Permyakov,SMALL DIRTY TNKR,273343600,8727953,Oil Marine Group,UNKNOWN,RMRS,Rousse,Oil Marine Group,Yarbunker
Kapitan Pershin,SMALL DIRTY TNKR,273515300,8025898,Unknown Russian,MURMANREFFLOT CO LTD,RMRS,Rauma Marine Constructions,Unknown Russian,Unknown Russian
Kapitan Pirozhkov,SMALL CLEAN TNKR,273346600,8230716,Staksel,VIKTOROVICH PS,RMRS,Rousse,Staksel,Staksel
Kapitan Pshenitsin,SMALL DIRTY TNKR,273344600,8727941,Rechmortrans,MORFLOT LLC,RMRS,Rousse,Rechmortrans,Donneftetrans
Kapitan Schemilkin,SMALL DIRTY TNKR,273346700,8727965,Rechmortrans,MORFLOT LLC,RMRS,Rousse,Rechmortrans,Donneftetrans
Kapitan Zimin,SMALL CLEAN TNKR,273342600,8230687,Volgotanker Volzhski Oil Shipping,UNKNOWN,RRR,Rousse,Volgotanker Volzhski Oil Shipping,Volgotanker Volzhski Oil Shipping
Kapodistrias 21,SUEZMAX TNKR,215860000,9886639,Enesel SA,HN5051 LTD,DNV,Daehan,Koch Logistics,Enesel SA
Kaponte,SMALL CLEAN TNKR (Chemical / Product),538002543,9322152,Famar Prestacao de Servicos,KAPONTE SHIPPING SA,ABS,21st Century,Famar Prestacao de Servicos,V Group
Kappa,AFRAMAX TNKR,636012914,9008718,FAL Shipping,GULF SUCCESS INTERNATIONAL,withdrawn from BV,Sanoyas,FAL Shipping,FAL Shipping
Kaprifol,SMALL CLEAN TNKR (Chemical / Product),210445000,9200081,Vaderotank Rederi,VADEROTANK REDERI AB,RINA,Gemyat,Sea Tank Chartering AS,Vaderotank Rederi
Kapsali,SUEZMAX TNKR,538008333,9587312,Centrofin,ADORA SHIPPING & TRADING CO,ABS,Samsung,Sempreviva Shipping,Marine Trust
Kaptain Shiryaev,SMALL CLEAN TNKR,273356220,8414489,Kontur SPB,KONTURSPB OOO,RINA,Kaldnes,Kontur SPB,Kontur SPB
Kaptan Osman Bahri,MR1 TNKR,,7519361,Besiktas Likid Tasimacilik,,,Namura,Besiktas Likid Tasimacilik,Besiktas Likid Tasimacilik
Kaptan Veysel Vardal,SMALL CLEAN TNKR (Chemical / Product),256752000,9362140,Varkan Group,KAPTAN VARDAL SHIPPING CO LTD,BV,Tuzla Gemi,Varkan Group,Veysel Vardal Gemicilik
Kapten Caroq,LR2 TNKR,538008847,9299343,Buana Lintas Lautan,MAHAMERU NUSA MENTARI PT,LRS,Dalian Shipbuilding Industry Corp,Buana Lintas Lautan,Prime Tanker Management
Kapuas,SMALL CLEAN TNKR,525010167,9672624,Pertamina Trans Kontinental,PERTAMINA TRANS KONTINENTAL,withdrawn from RINA,BH Marine,Pertamina Trans Kontinental,Pertamina Trans Kontinental
Kapuas Marine,SMALL CLEAN TNKR,525018252,9717058,Citra Armada Nusantara,CITRA ARMADA NUSANTARA,BKI,Jiangsu Haitong,Citra Armada Nusantara,Citra Armada Nusantara
Kara,SMALL CLEAN TNKR (Chemical / Product),563217500,1014228,Global Energy Group,GEAKILO PTE LTD,BV,Sasaki,Global Energy Group,Stellar Shipmanagement Services
Kara,SMALL CLEAN TNKR (Inland),244670312,9455351,Undisclosed,BOSMAN SHIPPING GROUP,LRS,Shipyard ATG Giurgiu,Undisclosed,Undisclosed
Kara Deniz Ma,SMALL CLEAN TNKR,511100843,9475349,Undisclosed,GULF BREEZE INC,IS,Zhejiang Haifeng Shipbuilding,Undisclosed,Meridian Ship Management LLCFZ
Kara Sea,AFRAMAX TNKR,564870000,9402328,Eastern Pacific Shipping,LATRIX SHIPPING SINGAPORE PTE,ABS,Sasebo,Eastern Pacific Shipping,Eastern Pacific Shipping
Karabakh,AFRAMAX TNKR,423520100,9810513,SA Maritime AFEZCO,SA KARABAKH SHIPHOLDINGS,ABS,Namura,SA Maritime AFEZCO,ASCO Ship Management AFEZCO
Karabakh Heroes,SMALL CLEAN TNKR (Chemical / Product),636093028,9633549,White Rock Corporation,WHITE ROCK CORP LTD,BV,Besiktas,White Rock Corporation,Palmali Holdings
Karadeniz Powership Arya Sultan,SMALL CLEAN TNKR (Chemical / Product),636021600,9311646,Karpowership,ONE WORLD TANKER SHIPPING CO LTD,DNV,Samho Tongyoung,Karpowership,Synergy Marine Germany GMBH
Karadeniz Powership Ayberk Bey,SMALL CLEAN TNKR (Chemical / Product),636021601,9359600,Karpowership,ONE WORLD TANKER SHIPPING CO LTD,DNV,Samho Tongyoung,Karpowership,Synergy Marine Germany GMBH
Karadeniz Powership Erol Bey,SMALL CHEMICAL TNKR,636019090,9012082,Karpowership,KARPOWERSHIP AMERICAS CO LTD,BV,Cantieri Navale Morini,Karpowership,Dryfleet Gemi Isletmeciligi AS
Karadeniz Powership Suat Bey,SMALL CHEMICAL TNKR,636017285,9004308,Karpowership,KARPOWERSHIP AMERICAS CO LTD,BV,Fukuoka,Karpowership,Karpowership
Karaganda,SMALL CLEAN TNKR,436000215,9645102,AB Flot LLC,AB FLEET LLP,BV,OKA,AB Flot LLC,AB Fleet LLP
Karakuz,SMALL CLEAN TNKR,273359180,9621558,NAFTA Invest,NAFTAINVEST LLC,RMRS,Zelenodolsk,NAFTA Invest,Belmax
Karan,VLCC,403571000,9384239,Bahri,BAHRI,LRS,Daewoo,Bahri Oil Transportation,Bahri Ship Management
Karavas,AFRAMAX TNKR,355600000,9420631,Polyar Tankers,KARAVAS SHIPPING CO LTD,LRS,Tadotsu Tsuneishi,Polyar Tankers,World Tankers
Karazi,LIVESTOCK,667005239,8215807,Karazi Shipping,KARAZI SHIPPING CO LTD,DBS,Sietas,Karazi Shipping,Karazi Shipping
Karbouw,SMALL CLEAN TNKR (Inland),244660086,9286176,Cambio Scheepvaart,CAMBIO SCHEEPVAART BV,,Centromost,Cambio Scheepvaart,Cambio Scheepvaart
Kardiani,MR2 TNKR (Chemical / Product),256037000,9366263,Astra Shipmanagement,MAGNOLIA SHIPTRADE SA,ABS,STX Offshore,Hafnia MR Tankers Pool,Executive Ship Management
Karekare,SUEZMAX TNKR,249889000,9787986,Bank of Communications Financial Leasing,XIANG CH13 HK INTERNATIONAL,BV,Shanghai Waigaoqiao Shipbuilding,TMS Tankers,TMS Tankers
Kareliya,AFRAMAX TNKR,273257910,9306782,Novoship,GALLION NAVIGATION INC,RMRS,Hyundai Heavy Ind Ulsan Shipyard,Novoship,Invest Fleet
Karen Knutsen,SUEZMAX SHUTTLE TNKR (Dirty),235808000,9169615,Knutsen NYK Offshore Tankers,LUKY KS,DNV,Hyundai Heavy Ind Ulsan Shipyard,Knutsen NYK Offshore Tankers,KNOT Management AS
Karen Maersk,MR1 TNKR (Chemical / Product),220529000,9423712,Maersk Tankers AS,MAERSK PRODUCT TANKERS A/S,ABS,Guangzhou CSSC Longxue Shipbuilding,Maersk Handy Pool,Synergy Marine Pte
Karia,SMALL CLEAN TNKR (Chemical / Product),271049852,9305362,Tankmarine Gemi Isletmeciligi,ICKALE SOSYAL HIZMETLER,LRS,Torgem,Tankmarine Gemi Isletmeciligi,Tankmarine Gemi Isletmeciligi
Karim 2,SMALL CLEAN TNKR,,8783440,Karim Shipping Lines Ltd,KARIM A,RINA,Khan Brothers Shipbuilding,Karim Shipping Lines Ltd,Karim Shipping Lines Ltd
Karim Allah,LIVESTOCK,450241000,6519144,Khalifeh Shipping,KHALIFEH LIVESTOCK TRD CO SARL,withdrawn from Non IACS,Sietas,Khalifeh Shipping,Talia Shipping Line
Karimata,LR1 TNKR,354658000,9806158,Triton Navigation,TRITON NAVIGATION BV,ABS,Onomichi Dockyard,Hafnia LR Tankers Pool,Fleet Management Ltd
Karina,VLCC,636024523,9307645,Yifan Shipping,OCEAN LTDMAI,CCS,Hyundai Heavy Ind Ulsan Shipyard,Yifan Shipping,Yifan Shipping
Karina Theresa,SMALL CLEAN TNKR (Chemical / Product),220648000,9428451,Christiania Shipping AS,CHRISTIANIASHIP A/S,BV,Nantong Mingde Heavy Ind,Christiania Shipping AS,Christiania Shipping AS
Karlica,SMALL CHEMICAL TNKR,271049308,9220354,Beykim AS,BEYKIM DENIZCILIK GEMI,NKK,Cantieri Navale Morini,Beykim AS,Beykar Denizcilik Gemi
Karmila,SMALL DIRTY TNKR,525008006,9012587,Pertamina,PERTAMINA INTERNATIONAL SHPG,suspended from BKI,DKB Galangan Jakarta II,Pertamina,Pertamina
Karmsund,PALLETISED CARGO,219023116,7724203,Norresundby Shipping,KARMSUND APS,RINA,Brodrene Lothe,Norresundby Shipping,Norresundby Shipping
Karol,MR1 TNKR (Chemical / Product),632001110,9327413,Aristo Tankers,ARISTO TANKERS LTD,withdrawn from ABS/IRS,Hyundai Mipo,Aristo Tankers,Aristo Tankers
Karol Wojtyla,SMALL CLEAN TNKR (Bunkering),677045600,9016454,Millennial Energy Trading,MILEBROOK UNITED LTD,withdrawn from CRS,Hitachi,Millennial Energy Trading,Real Management Services
Karoline,VLCC,,7359058,Maran Dry Management Inc,,,Odense Steel,Maran Dry Management Inc,Maran Dry Management Inc
Karolos,SUEZMAX TNKR,636013381,9410208,Dynacom Tankers,INTERGRADE LTD,ABS,New Times Shipbuilding,Dynacom Tankers,Dynacom Tankers
Karpathos,SMALL CLEAN TNKR (Bunkering),209987000,9382140,Minerva Bunkering,SEALAND NAVIGATION INC,BV,Qingdao Hyundai,MM Marine,MM Marine
Karruca,SMALL CHEMICAL TNKR,271047823,9216470,Beykim AS,BEYKIM DENIZCILIK GEMI,NKK,Kvaerner Floro,Beykim AS,Beykim AS
Kartika 1,SMALL CLEAN TNKR (Chemical / Product),525100588,9828728,Kartika Samudra Adijaya,KSA OFFSHORE PT,NKK,Palma Progress Shipyard,Kartika Samudra Adijaya,Kartika Samudra Adijaya
Kartika Ayu,VLCC,,7410979,Unknown Singaporean,,,Hyundai Heavy Ind Ulsan Shipyard,Unknown Singaporean,Unknown Singaporean
Kartika Segara,MR1 TNKR,525021315,9156345,Pelayaran United Maritime Jaya,PELAYARAN UNITED MARITIME JAYA,NKK,Jurong,Pelayaran United Maritime Jaya,Pelayaran United Maritime Jaya
Kasagisan,VLCC,419001649,9324100,MOL India,MOL INDIA PVT LTD,IRS/NKK,Mitsui Ichihara,MOL India,MOL Tankship Management
Kasco,SUPERSEGREGATOR,,7913816,Delfi Tankers,,RMRS,Sanoyas,Delfi Tankers,Delfi Tankers
Kashan,HANDY TNKR (Dirty),,7328865,Undisclosed,,,Tsuneishi Zosen,Undisclosed,Undisclosed
